,hand_x,hand_y,hip_x,hip_y,crank_length,upper_leg,lower_leg,arm_length,torso_length,neck_and_head_length,torso_width,drag
0,0.4809599674292643,0.6376306319103601,0.4142,0.7323,0.175,0.4087346925058824,0.5305602027556864,0.6133928587431372,0.5445602027556864,0.2915102049960784,0.3625836720062746,21.4433248
1,0.4799029584433987,0.3940780917095064,0.39,0.569,0.165,0.3789408190810687,0.5202405415549669,0.6772622283131603,0.4916398679690958,0.3280069876075202,0.33080354035314,18.4862046
2,0.4084284367193409,0.5978816482730362,0.321,0.3284,0.175,0.4230104814112802,0.4776398679690958,0.6258476222612469,0.5342405415549669,0.2986272127207124,0.3778111801720323,14.9544935
3,0.505,0.6890000000000001,0.423,0.7190000000000001,0.175,0.3738367076665599,0.5554894957862239,0.6425058739613559,0.4992727497884526,0.274317589112949,0.3566408451556694,20.9139278
4,0.4949029584433987,0.3330780917095064,0.395,0.573,0.17,0.4345236163305764,0.5155620098536949,0.6059498704343393,0.5507272502115474,0.3147755282222934,0.2919081425807185,15.1185465
5,0.4753491528505998,0.6096478301137377,0.3963,0.7062,0.17,0.4443819560226495,0.4993347481056699,0.6641747616401775,0.5082051672945889,0.3313602179460707,0.3831763487137132,22.0663024
6,0.3661070657486469,0.7748150362256944,0.409,0.6809999999999999,0.175,0.3956160632798636,0.5650192241552279,0.6016503440762646,0.5181211388294652,0.2677453626515669,0.3435091972074596,20.4470207
7,0.4503470276778825,0.6488451339149909,0.366,0.5766,0.175,0.4187997050774875,0.5277948327054112,0.6831303814056238,0.4957102850917621,0.3205284352229585,0.3658454963567337,19.2171635
8,0.5179195478842115,0.5187597005439977,0.427,0.7290000000000001,0.173,0.4280403269191061,0.5492223160218026,0.6453020738265076,0.5024837689267101,0.2894715647770414,0.2988236512862868,17.428151
9,0.5844501600375711,0.6190657428241465,0.3879999999999999,0.679,0.17,0.3697170296296074,0.52390779922458,0.6556693397184449,0.5307158734445351,0.2714812055445311,0.3144236518974272,19.1865197
10,0.3979999999999999,0.662,0.415,0.579,0.165,0.3238837591781563,0.5521161170018918,0.6328780543897317,0.5524566709327303,0.3216102175641079,0.337231364013469,19.9578579
11,0.4272063803935129,0.6452828859364053,0.3879999999999999,0.679,0.17,0.3896752825650929,0.505284126555465,0.6956578902970706,0.5120922007754201,0.2943318058751744,0.3946300711287502,24.1044237
12,0.5776700572730161,0.6115188942819428,0.401,0.6729999999999999,0.165,0.3993038967536871,0.5144153263627937,0.6701373614705366,0.5009151845320434,0.3010580183141138,0.3712970162016334,19.0299486
13,0.439,0.695,0.424,0.7440000000000001,0.17,0.4253957627764977,0.5350848154679566,0.5873771001701307,0.5215846736372063,0.3139019304997103,0.347307170697418,20.9778088
14,0.5289195478842115,0.5157597005439978,0.3979999999999999,0.69,0.173,0.3944129725288294,0.5422479514441682,0.649604546212635,0.4937520485558319,0.3105538087964315,0.2720760097900334,16.1201485
15,0.4830717967697245,0.7083205080756887,0.431,0.7240000000000001,0.175,0.4169034526890314,0.5190530227548258,0.6272808346062448,0.5169469772451742,0.2977974021642086,0.3209648316049145,19.1766012
16,0.5222223006464165,0.5464827459133516,0.417,0.746,0.17,0.3849669037626271,0.5734623661277822,0.6623580034222328,0.5261361064795899,0.3480774938812291,0.3803554802949309,20.7806931
17,0.3885286712955517,0.5927664439386056,0.422,0.525,0.175,0.4387781916832033,0.5098638935204102,0.6150865345678753,0.4625376338722178,0.304216478289938,0.3321139059257095,16.6938721
18,0.5579999999999999,0.657,0.413,0.672,0.175,0.4045022911872384,0.4899890828787214,0.6383711629926084,0.5068431286419538,0.3175219802469284,0.306519501854711,16.2715051
19,0.1753895561311874,0.8405067694099448,0.494,0.488,0.17,0.366764568495229,0.5075846736372063,0.712385614292151,0.5145562331381025,0.2994461912035684,0.3294758434627338,14.6577977
20,0.411,0.747,0.361,0.7,0.173,0.4072829703703926,0.5596022519604299,0.6356288370073916,0.5562479514441682,0.3295971751843318,0.375480498145289,23.8697502
21,0.5639195478842115,0.5217597005439977,0.402,0.7070000000000001,0.173,0.4531162408218437,0.5264688814809971,0.6589134654321247,0.5330530227548258,0.2834496886591944,0.3498860940742905,18.7927291
22,0.5669876483896696,0.6857214933686675,0.3979999999999999,0.69,0.173,0.3776961032463129,0.5384566709327303,0.5939549434274194,0.5238638935204102,0.3057835217100619,0.3178155397282443,17.1634496
23,0.5669876483896696,0.6857214933686675,0.3979999999999999,0.69,0.173,0.4208254670112084,0.49809220077542,0.6467191653937552,0.5874623661277822,0.2619225061187709,0.3610351683950855,20.2544819
24,0.1546861748280363,0.7413950221192538,0.449,0.6729999999999999,0.173,0.3825870274711706,0.5121361064795898,0.6301015320496991,0.519284126555465,0.302644602508418,0.3863695084158806,22.5646997
25,0.437,0.731,0.365,0.5770000000000001,0.1669999999999999,0.4018528957495655,0.4928431286419538,0.6038626385294634,0.53790779922458,0.288389782435892,0.3107029837983666,18.2974039
26,0.437,0.731,0.365,0.5770000000000001,0.1669999999999999,0.3382218083167967,0.4797520485558318,0.6411219456102684,0.5095311185190029,0.3089419816858862,0.344768635986531,19.8228093
27,0.44,0.72,0.365,0.5770000000000001,0.1669999999999999,0.3920330962373728,0.5214437668618975,0.5783421097029294,0.5490848154679566,0.2766440572400747,0.2873699288712498,16.3965893
28,0.4376818747056359,0.6799010135383441,0.3979999999999999,0.69,0.17,0.4134153263461619,0.5466659040172811,0.666067880737189,0.5284153263627938,0.3239356351260209,0.323930889400279,21.2835757
29,0.4659195478842115,0.3757597005439977,0.387,0.583,0.135,0.3572052521004464,0.5574292512816962,0.6986584643627074,0.5244320557283263,0.3109620482586097,0.3881509624943072,21.826188
30,0.4659195478842115,0.3757597005439977,0.387,0.583,0.135,0.3999331636429067,0.5070121113378143,0.6335674746628969,0.5951092114708587,0.2812167129960132,0.3353305657282643,19.4023653
31,0.412,0.612,0.415,0.579,0.165,0.3704265164050673,0.4974620714372749,0.5891828664269766,0.5151599634103743,0.3046083142953975,0.3454004288686187,18.7518832
32,0.5289195478842115,0.5127597005439978,0.424,0.6890000000000001,0.17,0.4110064612640382,0.5375801433584603,0.6445987431523545,0.557282634037667,0.3533511803247301,0.2897677227236456,17.7622162
33,0.4830717967697245,0.7083205080756887,0.425,0.726,0.175,0.441350112310892,0.5115679442716737,0.6815444524416687,0.5498960497501132,0.2729798267022785,0.3766222168691497,23.5984297
34,0.4948700941226902,0.5454755828367197,0.415,0.677,0.175,0.375792717473964,0.5454857661557808,0.6159142691392452,0.4984198566415397,0.3143365024570518,0.3403733028726359,19.0941129
35,0.3879999999999999,0.667,0.437,0.648,0.152,0.4178369263182163,0.5023550300250159,0.6632575381413779,0.5385379285627251,0.2866688666493377,0.4183618885195682,23.4655277
36,0.4855289285747078,0.68123647763422,0.427,0.725,0.173,0.3974430723879146,0.5506199106747909,0.7216145655682777,0.5221559075778288,0.3161225118723738,0.3217216174987384,21.3575094
37,0.4535289285747078,0.64023647763422,0.405,0.654,0.173,0.4218958283148278,0.5232837064418348,0.6125250844165873,0.5017079955976604,0.3030385569502267,0.2774023076502434,17.3036273
38,0.4700717967697245,0.6833205080756888,0.421,0.696,0.175,0.3879124714430962,0.5342920044023396,0.647433584452567,0.5533590287742758,0.3245579508788108,0.3531953745524338,22.3229597
39,0.4083375302696859,0.6241678162084021,0.3118,0.3632,0.1725,0.4610267704870951,0.4948723577850579,0.5953792477430232,0.5127162935581653,0.296528478315976,0.3076189355738095,12.8926264
40,0.4783038475772934,0.6569903810567667,0.407,0.669,0.172,0.3926254020643301,0.4999479418118568,0.6533388792998407,0.467364591308033,0.2998521294779812,0.3587960189957981,20.9385747
41,0.5464826304793141,0.5216741718318935,0.422,0.7170000000000001,0.173,0.4025047536855777,0.5284710341417683,0.6418129690750518,0.5175355877430728,0.2929510109367115,0.3479474223107242,19.1261926
42,0.4986076951545868,0.675,0.422,0.711,0.172,0.432704027338413,0.5686354086919669,0.6191161967641613,0.4947484103637649,0.3061756587213788,0.3722927214060973,20.5216278
43,0.4891076951545867,0.679937822173509,0.422,0.711,0.172,0.3986793481961645,0.5196449699749841,0.5523854344317223,0.4966409712257243,0.3233311333506622,0.3002736434819029,16.6433952
44,0.5709195478842115,0.4967597005439977,0.409,0.687,0.173,0.4241749305059801,0.543282634037667,0.6614749155834128,0.5187038985309063,0.2755306484410579,0.3288046254475662,17.9435038
45,0.4071255810998385,0.7226045171529758,0.3979999999999999,0.69,0.173,0.3689968778805602,0.5298530180487919,0.626566415547433,0.5278440924221712,0.3152193161347649,0.4045976923497567,24.9428724
46,0.4179195478842115,0.3857597005439977,0.387,0.583,0.135,0.3159732295129048,0.5811092114708587,0.6488759062288586,0.5482920044023396,0.3022497319571133,0.3602783825012616,22.0239654
47,0.447,0.662,0.359,0.556,0.173,0.3890875285569038,0.5104320557283263,0.5980382002993675,0.508872357785058,0.3370201732977215,0.3169931079850259,17.1445602
48,0.5959195478842115,0.5397597005439977,0.41,0.6859999999999999,0.173,0.3843745979356699,0.5537305597604659,0.5854286347718515,0.5324644122569272,0.2919979185870401,0.3097072785939027,15.5864513
49,0.5779195478842115,0.4767597005439977,0.3979999999999999,0.69,0.173,0.4365302599465823,0.5058620751912396,0.6432009437347109,0.4880917394054744,0.3189856660476644,0.3545544346944384,17.682391
50,0.3681971858641586,0.7560030354440673,0.382,0.5770000000000001,0.173,0.362745465775745,0.5245379285627251,0.669079483363659,0.5552515896362352,0.3053916857046025,0.3340525776892759,19.1184886
51,0.5669534384583205,0.5171638918552328,0.42,0.69,0.173,0.4159967000259933,0.5149878886621857,0.6548838032358387,0.5232952948540007,0.3287832870039867,0.3441383088796372,17.6765922
52,0.5709195478842115,0.4967597005439977,0.409,0.687,0.173,0.3770668363570933,0.5327562458885703,0.6651110397959271,0.5163550300250159,0.2899956924906411,0.3922322772763544,18.7257829
53,0.3596635051593657,0.6686066876654646,0.307,0.365,0.173,0.3659935387359618,0.5035355877430728,0.6027735859620811,0.5061469819512081,0.325863165266369,0.3466694342717357,15.269047
54,0.5289195478842115,0.5157597005439978,0.391,0.6679999999999999,0.173,0.4481228365778968,0.5220520581881432,0.6294012568476455,0.5255679442716737,0.3101478705220187,0.3260615960687171,18.319619
55,0.5439195478842115,0.5487597005439977,0.415,0.685,0.173,0.4125951769679375,0.562088441900529,0.5924555475583313,0.5301379248087604,0.3006578610557974,0.3416266971273641,17.7016706
56,0.5269195478842115,0.5217597005439977,0.409,0.687,0.173,0.3819867915836961,0.5172961014690938,0.6580857308607548,0.5210121113378143,0.3210634513119583,0.3053777831308503,18.1193516
57,0.3359876483896697,0.6867214933686675,0.565,0.618,0.173,0.3591630736817837,0.5393590287742758,0.6349425972375871,0.5001039502498869,0.2697665917927386,0.3314607227862244,17.7854286
58,0.5319195478842115,0.5037597005439977,0.411,0.6940000000000001,0.17,0.401207282526036,0.4987162935581652,0.7065599760075464,0.5398180083954092,0.3069614430497732,0.3790532592063788,21.2655805
59,0.5349195478842115,0.4967597005439977,0.38,0.647,0.17,0.4173666958588626,0.5767205774670799,0.7003462283468214,0.5036181839872791,0.2760985484036385,0.2929007058198632,17.4867001
60,0.4527082352860843,0.6264785744808954,0.3307,0.3779999999999999,0.175,0.346753875360123,0.4903565763177568,0.6568656963240599,0.5848423090511711,0.2958813216877372,0.3698561316425632,17.3085428
61,0.6227936203836004,0.5221768952004423,0.3989999999999999,0.6659999999999999,0.165,0.4048419753896453,0.500858647696937,0.5900398755621912,0.4887212402515862,0.3377465076553613,0.3362830457084046,15.4253496
62,0.4428346159175404,0.6096230670185779,0.413,0.693,0.175,0.3852625266153244,0.5193485615520994,0.6225488639494721,0.5557452339036253,0.31544309755196,0.3569948910362795,21.7141955
63,0.381143593539449,0.6123012701892219,0.314,0.363,0.173,0.4400168435251722,0.4759314242804345,0.6717835567751309,0.5142526785578208,0.2881116984524948,0.3130727713719347,12.5650419
64,0.5309195478842115,0.5097597005439977,0.396,0.691,0.173,0.4106191200131596,0.495857508549658,0.6507079554882407,0.509202757123343,0.3192368439187883,0.3784251715266286,18.9675389
65,0.5219195478842115,0.4977597005439977,0.374,0.667,0.17,0.4260297514638763,0.524222083552781,0.6394008029676791,0.4970955273364328,0.3291852246341831,0.3629786799543914,19.551587
66,0.4549195478842115,0.4737597005439977,0.449,0.642,0.173,0.4021780174683941,0.4802547660963747,0.6601786688870945,0.5724824361002738,0.3040204568559573,0.3388049801438362,19.9497762
67,0.4899195478842115,0.5007597005439977,0.41,0.6559999999999999,0.173,0.4138324523212577,0.5124203375588618,0.6254864730575829,0.5520153220702063,0.3103505641220219,0.2995592829854139,17.3525033
68,0.5289195478842115,0.5157597005439978,0.3979999999999999,0.69,0.173,0.4564868042762895,0.5389044726635672,0.6054386060159465,0.5456434236822432,0.3008581469455127,0.3662712486381845,18.7188209
69,0.4959195478842115,0.4977597005439977,0.3879999999999999,0.7140000000000001,0.173,0.4076416674276755,0.5170056869290065,0.6896086030095246,0.5258519844965805,0.3136862232235042,0.3438236166223976,20.4211533
70,0.3794833395016045,0.7333012701892219,0.358,0.43,0.173,0.3522221630487254,0.5607996154076665,0.6195055879290693,0.5166514384479006,0.2706554376498852,0.3091978909484517,14.7769989
71,0.4124136110601661,0.6130705574427542,0.34,0.49,0.17,0.3840778553516293,0.5067252601732417,0.5986686771533514,0.479566031004016,0.3048041665367731,0.3645937280140369,17.0749815
72,0.423,0.6509999999999999,0.3979999999999999,0.69,0.173,0.4355006575820524,0.556433968995984,0.6492395631243864,0.5292747398267583,0.3582013493723491,0.3213445987500721,21.6183154
73,0.5019195478842116,0.4997597005439977,0.4029999999999999,0.6890000000000001,0.173,0.4091050124572419,0.5205397794665743,0.669604699050249,0.5339422843090003,0.2736662282786317,0.3476269648871795,20.380722
74,0.496,0.687,0.423,0.7190000000000001,0.175,0.3887937501948403,0.5449165616960071,0.5864224597063674,0.5578157201931995,0.3224545178925408,0.3717911422494535,20.9281427
75,0.4998949961148301,0.6447632699980057,0.4029999999999999,0.6890000000000001,0.173,0.3792493610596549,0.5309181787086672,0.6325327603326806,0.524716041478321,0.3145554397780777,0.3148635067099171,19.0000004
76,0.5115349908318406,0.501519261611346,0.409,0.693,0.17,0.4235860983062143,0.491794817207836,0.6943063883968823,0.6021419565899063,0.286964917723398,0.3584314404156216,21.3181499
77,0.4284016096010952,0.5307639723702055,0.381,0.653,0.17,0.4008866880433096,0.5339020690783547,0.6655867895360282,0.4952334411690006,0.3163518264708914,0.288605587751422,19.4104281
78,0.362204310757506,0.6145759256397273,0.299,0.346,0.165,0.3911471405834977,0.4821793386720344,0.6857038120798565,0.5078682309161783,0.3095428612500543,0.3111899894397724,11.8637343
79,0.4789195478842115,0.5837597005439977,0.423,0.7190000000000001,0.173,0.3656024086880229,0.5667191724545174,0.5932152899588109,0.5538206613279656,0.3309004481341163,0.340059879176187,19.8370172
80,0.5529195478842115,0.5017597005439977,0.409,0.687,0.173,0.4062225197418845,0.5090107632553516,0.6463634872135384,0.513026201558134,0.3000542956931838,0.4135192578947089,20.0347396
81,0.5849195478842115,0.4967597005439977,0.381,0.695,0.173,0.3864421688848464,0.5281317690838218,0.6741063167802375,0.5315871488125787,0.2844713387372418,0.3182210497299386,18.7471766
82,0.5849195478842115,0.4967597005439977,0.381,0.695,0.173,0.4461405232288111,0.4888656617317554,0.624029094811163,0.4860901826086726,0.3128331174218518,0.3614177785895205,17.1385473
83,0.3962132034355964,0.8314924240491751,0.473,0.7090000000000001,0.16,0.4192929918941373,0.5407665588309994,0.6352857994979254,0.5224410974359522,0.3063718874101023,0.3502122058505924,20.8044371
84,0.3871924249752741,0.6784959283299224,0.346,0.367,0.173,0.3496493277988255,0.4734443502055314,0.6111943599846471,0.5414601483827925,0.3202650608746514,0.3298095422862754,14.7627297
85,0.3578590078751262,0.6958161882758807,0.737,0.477,0.176,0.4164468849002134,0.554589985350749,0.5973948204564834,0.4942547660963747,0.3141186783122627,0.377210449868358,13.9451024
86,0.4341580471907576,0.6675858504465452,0.3879999999999999,0.6990000000000001,0.165,0.4247778369512746,0.530205182792164,0.620277980388364,0.5013138029558624,0.2980059639289221,0.2908659652458107,19.1217952
87,0.29,0.6659999999999999,0.415,0.649,0.173,0.3989910541066169,0.5881419565899063,0.6428531202929798,0.5218704423948136,0.3107576286566202,0.3250051089637205,22.4561822
88,0.3578590078751262,0.6958161882758807,0.737,0.477,0.17,0.4098552658781826,0.5014602205334258,0.6318408312435676,0.512404976325919,0.3044124244851168,0.3121438683574368,12.3694476
89,0.4375005262950418,0.5297297478414295,0.389,0.632,0.17,0.4130029624594527,0.5175871488125787,0.6400883306807473,0.5494880372438825,0.2837963904112929,0.3728021090515483,22.0150246
90,0.5449195478842115,0.5497597005439977,0.408,0.684,0.175,0.3917374733846756,0.5398206613279656,0.6171343036759401,0.5287014271529219,0.3300198343092509,0.3482685780000869,18.6427885
91,0.439,0.759,0.416,0.655,0.175,0.3596333041411373,0.5274601483827925,0.6839601244378088,0.5195733702954541,0.292715374218795,0.3157287513618155,19.7643743
92,0.4989195478842115,0.4747597005439977,0.3879999999999999,0.64,0.173,0.4015293348352563,0.4880979309216453,0.6290499928124049,0.5669071048147242,0.3197460800087731,0.3591629223534262,20.8948129
93,0.4689195478842115,0.4677597005439977,0.3879999999999999,0.64,0.173,0.3822872204182692,0.5634868749159376,0.6022164432248691,0.4979846779297937,0.3059795431440426,0.3381763833776024,18.6702486
94,0.416759669181234,0.6597886201955155,0.331,0.357,0.173,0.430246124639877,0.5084410974359522,0.651451136050528,0.538222083552781,0.2637294420336751,0.3989165516313795,16.5772595
95,0.3496635051593657,0.6706066876654646,0.307,0.365,0.17,0.3965258461830329,0.5038287287551166,0.5916742157652966,0.59072057746708,0.2886646916936982,0.3330868731090943,15.3565529
96,0.4719195478842115,0.4697597005439977,0.349,0.597,0.165,0.3773820812667111,0.5223580202616852,0.6232920445117593,0.5043565763177569,0.3028416844102162,0.3535329878749629,19.7730976
97,0.5469195478842115,0.4937597005439977,0.3979999999999999,0.69,0.173,0.4203054143830607,0.4812334411690006,0.6729251572098269,0.543503611846753,0.3393445623501148,0.3081541419795869,18.0973528
98,0.334204310757506,0.6145759256397273,0.299,0.346,0.165,0.387030685283936,0.4938682309161782,0.6345991970323209,0.514858647696937,0.2963137767764958,0.3431950198561638,13.8320422
99,0.5289195478842115,0.5157597005439978,0.4039999999999999,0.688,0.173,0.4504058369494873,0.5331343382682445,0.7042472771002797,0.5567602389300803,0.3242444639059084,0.2795167752226015,17.665188
100,0.5431595478842115,0.5457697005439978,0.38969,0.7235499999999999,0.17,0.4069269386718073,0.5129892367446485,0.61028614346936,0.5333485615520994,0.277169250240082,0.3220959789419898,18.1045813
101,0.6009195478842115,0.4197597005439977,0.415,0.685,0.173,0.4427967671544183,0.5460685757195655,0.6332229477178785,0.5298497282427547,0.2917550463502317,0.344453304943654,16.4146379
